molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value
CHEMBL338976,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(F)cc3F)cs2)cc1,2600.0,nM,5.58
CHEMBL125963,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cccc(F)c3F)cs2)cc1,760.0,nM,6.12
CHEMBL338216,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3cc(F)c(F)c(F)c3)cs2)cc1,5000.0,nM,5.30
CHEMBL513389,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,2.3,nM,8.64
CHEMBL403297,Cc1cc2c(CO)c(CCCCC(=O)O)n(CCc3ccccc3)c2cc1C(=O)O,15000.0,nM,4.82
CHEMBL513389,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,1.2,nM,8.92
CHEMBL462313,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O,620.0,nM,6.21
CHEMBL2218907,CC(C)NC1CCn2c(=O)[nH]c3cccc(c32)C1O,1100.0,nM,5.96
CHEMBL49080,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,1300.0,nM,5.89
CHEMBL509336,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,330.0,nM,6.48
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,980.0,nM,6.01
CHEMBL513389,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,3.0,nM,8.52
CHEMBL486278,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,1.3,nM,8.89
CHEMBL504479,COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,21.0,nM,7.68
CHEMBL523475,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1,23.0,nM,7.64
CHEMBL2112075,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,4300.0,nM,5.37
CHEMBL491251,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2Cl)cc1,21.0,nM,7.68
CHEMBL487508,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc(Cl)c2Cl)cc1,1.0,nM,9.00
CHEMBL487507,COc1ccc(CC(C)(C)NC[C@@H](O)COc2cccc(Cl)c2Cl)cc1,300.0,nM,6.52
CHEMBL180672,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,4.3,nM,8.37
CHEMBL1204009,CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(C#N)c1.Cl,14.0,nM,7.85
CHEMBL111201,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,2300.0,nM,5.64
CHEMBL1086149,O=C(Cc1nc2ccccc2[nH]1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6000.0,nM,5.22
CHEMBL1092502,O=C(Cn1ncc2ccccc21)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,15000.0,nM,4.82
CHEMBL1089387,O=C(Cn1nc2ccccc2n1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,13000.0,nM,4.89
CHEMBL1089725,O=C(Cc1nc2ccccc2o1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,1100.0,nM,5.96
CHEMBL1090425,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cs1,8700.0,nM,5.06
CHEMBL1090746,O=C(Cc1csc(-c2ccccc2)n1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,1700.0,nM,5.77
CHEMBL1084137,O=C(Cc1nc(-c2ccccc2)cs1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,1700.0,nM,5.77
CHEMBL1085444,O=C(CN1CC(c2ccccc2)CC1=O)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,6700.0,nM,5.17
CHEMBL1084145,Cc1sc2ncn(CC(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)c(=O)c2c1C,7800.0,nM,5.11
CHEMBL1085693,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1nc2ccccc2[nH]1,1100.0,nM,5.96
CHEMBL1077273,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc2ccnn12,600.0,nM,6.22
CHEMBL1083216,O=C(Cn1nc(-c2ccccc2)cc1-c1ccccc1)Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1,3600.0,nM,5.44
CHEMBL1089052,CNc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)cs1,16000.0,nM,4.80
CHEMBL1089396,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(-c2ccccc2)c1,400.0,nM,6.40
CHEMBL1089734,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2ccccc2)cc1,60.0,nM,7.22
CHEMBL1089735,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1N1CCCC1,5300.0,nM,5.28
CHEMBL1083832,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1C1CCCCC1,3000.0,nM,5.52
CHEMBL1078395,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1CCn1cccc1,6900.0,nM,5.16
CHEMBL1078465,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1CCc1ccccc1,1700.0,nM,5.77
CHEMBL1078495,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccccc1COc1ccccc1,4700.0,nM,5.33
CHEMBL1078496,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(CCn2cccc2)c1,600.0,nM,6.22
CHEMBL1078576,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(-c2ncc[nH]2)c1,400.0,nM,6.40
CHEMBL1078749,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1cccc(CCc2ccccc2)c1,400.0,nM,6.40
CHEMBL1078695,O=C(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(CCc2ccccc2)cc1,100.0,nM,7.00
CHEMBL1078696,Cc1ccc(N2CCCC2)c(C(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)c1,15000.0,nM,4.82
CHEMBL1078876,Cc1ccc(C(=O)Nc2ccc(CCNC[C@H](O)c3cccnc3)cc2)c(N2CCCC2)c1,16000.0,nM,4.80
CHEMBL1084706,O=C1c2cccc3cc(O)cc(c23)C(=O)N1CC1CCN(CC(O)COc2cccc3[nH]c4ccccc4c23)CC1,120.0,nM,6.92
CHEMBL1086077,O=C(c1ccc(F)cc1)C1CCN(CC(O)COc2cccc3[nH]c4ccccc4c23)CC1,32.0,nM,7.50
CHEMBL1257913,Oc1cccc(OCC(O)CNC2CCN(c3ncnc4scc(-c5ccccc5)c34)CC2)c1,100.0,nM,7.00
CHEMBL1258023,COc1ccccc1OCC(O)CNC1CCN(c2ncnc3scc(-c4ccccc4)c23)CC1,205.0,nM,6.69
CHEMBL1258024,COc1cccc(OCC(O)CNC2CCN(c3ncnc4scc(-c5ccccc5)c34)CC2)c1,250.0,nM,6.60
CHEMBL1258257,OC(CNC1CCN(c2ncnc3scc(-c4ccccc4)c23)CC1)COc1ccccc1F,220.0,nM,6.66
CHEMBL1258371,OCc1cccc(OCC(O)CNC2CCN(c3ncnc4scc(-c5ccccc5)c34)CC2)c1,245.0,nM,6.61
CHEMBL1258824,NC(=O)Nc1cccc(OCC(O)CNC2CCN(c3ncnc4scc(-c5ccccc5)c34)CC2)c1,1280.0,nM,5.89
CHEMBL1257555,OCc1cc(OCC(O)CNC2CCN(c3ncnc4scc(-c5ccccc5)c34)CC2)ccc1O,2250.0,nM,5.65
CHEMBL1257915,OC(CNC1CCN(c2ncnc3scc(-c4ccc(F)cc4)c23)CC1)COc1ccccc1,123.0,nM,6.91
CHEMBL1257916,Oc1ccc(OCC(O)CNC2CCN(c3ncnc4scc(-c5ccc(F)cc5)c34)CC2)cc1,3000.0,nM,5.52
CHEMBL1258026,Oc1ccc(OCC(O)CNC2CCN(c3ncnc4scc(-c5cccs5)c34)CC2)cc1,327.0,nM,6.49
CHEMBL1258373,Cc1csc2ncnc(N3CCC(NCC(O)COc4ccc(O)cc4)CC3)c12,5500.0,nM,5.26
CHEMBL1258486,OC(CNC1CCN(c2ncnc3sccc23)CC1)COc1ccccc1,862.0,nM,6.06
CHEMBL513389,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,2.5,nM,8.60
CHEMBL1672973,Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O,1700.0,nM,5.77
CHEMBL1684578,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2ccccc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,780.0,nM,6.11
CHEMBL1684577,O=S(=O)(Nc1ccc(CC2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,2180.0,nM,5.66
CHEMBL1684580,O=S(=O)(Nc1ccc(CC2CC[C@@H]([C@@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,3530.0,nM,5.45
CHEMBL1684581,O=S(=O)(Nc1ccc(CC2CC[C@@H]([C@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,3530.0,nM,5.45
CHEMBL1684582,O=S(=O)(Nc1ccc(CC2CC[C@H]([C@@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,2790.0,nM,5.55
CHEMBL1684583,O=S(=O)(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,2509.0,nM,5.60
CHEMBL1684584,O=S(=O)(Nc1ccc(C[C@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,297.0,nM,6.53
CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,14634.0,nM,4.83
CHEMBL357995,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,20.0,nM,7.70
CHEMBL117405,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1.571,nM,8.80
CHEMBL679,CNC[C@H](O)c1ccc(O)c(O)c1,284.0,nM,6.55
CHEMBL442,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,2761.0,nM,5.56
CHEMBL49080,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,41.0,nM,7.39
CHEMBL707,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,2748.0,nM,5.56
CHEMBL1902627,CC(C)NCC(O)c1ccccc1Cl,1993.0,nM,5.70
CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,1517.0,nM,5.82
CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.241,nM,9.62
CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,76.0,nM,7.12
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,0.549,nM,9.26
CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,52.0,nM,7.28
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,1.116,nM,8.95
CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,0.793,nM,9.10
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,2573.0,nM,5.59
CHEMBL157138,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,41.0,nM,7.39
CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,3488.0,nM,5.46
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,16.0,nM,7.80
CHEMBL841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3005.0,nM,5.52
CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,246.0,nM,6.61
CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,433.9,nM,6.36
CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.355,nM,9.45
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,0.292,nM,9.54
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,810.2,nM,6.09
CHEMBL1630578,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,22659.0,nM,4.64
CHEMBL1263,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,5.012,nM,8.30
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1995.26,nM,5.70
CHEMBL1940682,OCc1cc(C(O)CNCCCCNCC(O)c2ccc(O)c(CO)c2)ccc1O,10000.0,nM,5.00
CHEMBL1940683,OCc1cc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(CO)c2)ccc1O,7943.28,nM,5.10
CHEMBL1940685,OCc1cc(C(O)CNC2CCC(CC3CCC(NCC(O)c4ccc(O)c(CO)c4)CC3)CC2)ccc1O,19952.62,nM,4.70
CHEMBL1940686,OCc1cc(C(O)CN[C@H]2CC[C@H](NCC(O)c3ccc(O)c(CO)c3)CC2)ccc1O,5011.87,nM,5.30
CHEMBL1940808,OCc1cc(C(O)CNCC2CCCC(CNCC(O)c3ccc(O)c(CO)c3)C2)ccc1O,10000.0,nM,5.00
CHEMBL1940809,OCc1cc(C(O)CNCc2ccc(CNCC(O)c3ccc(O)c(CO)c3)cc2)ccc1O,50118.72,nM,4.30
CHEMBL1940810,OCc1cc(C(O)CNCc2cccc(CNCC(O)c3ccc(O)c(CO)c3)c2)ccc1O,19952.62,nM,4.70
CHEMBL1940811,OCc1cc(C(O)CNCCc2ccc(CCNCC(O)c3ccc(O)c(CO)c3)cc2)ccc1O,100000.0,nM,4.00
CHEMBL1940812,OCc1cc(C(O)CNCCc2ccc(NCC(O)c3ccc(O)c(CO)c3)cc2)ccc1O,251.19,nM,6.60
CHEMBL1940813,OCc1cc(C(O)CNCc2ccc(NCC(O)c3ccc(O)c(CO)c3)cc2)ccc1O,1995.26,nM,5.70
CHEMBL1940814,OC(CNCCc1ccc(NCC(O)c2ccccc2)cc1)c1ccccc1,251.19,nM,6.60
CHEMBL1940815,OCc1cc(C(O)CNCCc2ccc(NCC(O)c3ccccc3)cc2)ccc1O,39.81,nM,7.40
CHEMBL1946761,O=c1[nH]c2c(O)ccc(CCNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,501.19,nM,6.30
CHEMBL1946762,O=c1[nH]c2c(O)ccc(CCNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,1258.93,nM,5.90
CHEMBL1946763,O=c1[nH]c2c(O)ccc(CCNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,100.0,nM,7.00
CHEMBL1946764,O=c1[nH]c2c(O)ccc(CCNCCc3ccc(CN4CC[C@@H](Oc5ccc(Cl)cc5)C4)cc3)c2s1,125.89,nM,6.90
CHEMBL1946765,O=c1[nH]c2c(O)ccc(CCNCCc3cccc(CN[C@H]4C[C@@H]4c4ccccc4)c3)c2s1,12.59,nM,7.90
CHEMBL1946766,CCN(Cc1ccncc1)Cc1cccc(-c2ccc(CCNCCc3ccc(O)c4[nH]c(=O)sc34)cc2)c1,794.33,nM,6.10
CHEMBL1946767,COc1ccccc1CCNCc1ccc(CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,199.53,nM,6.70
CHEMBL1946768,O=c1[nH]c2c(O)ccc(CCNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,0.631,nM,9.20
CHEMBL1946769,O=c1[nH]c2c(O)ccc(CCNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,31.62,nM,7.50
CHEMBL1947150,O=c1[nH]c2c(O)ccc(CCNCCc3ccc(-c4cccc(CN5Cc6ccccc6C5)c4)cc3)c2s1,15.85,nM,7.80
CHEMBL1947151,C[C@@H](NCc1ccccc1-c1ccc(CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,0.7943,nM,9.10
CHEMBL1947152,O=c1[nH]c2c(O)ccc(CCNCCc3cccc(-c4cccc(CNCc5ccccc5)c4)c3)c2s1,31.62,nM,7.50
CHEMBL1947153,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,3.981,nM,8.40
CHEMBL1947154,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(-c4cccc(CN5Cc6ccccc6C5)c4)cc3)c2s1,63.1,nM,7.20
CHEMBL1947155,C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,1.995,nM,8.70
CHEMBL1947156,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(-c4cccc(CNCc5ccccc5)c4)c3)c2s1,10.0,nM,8.00
CHEMBL1947157,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,0.1995,nM,9.70
CHEMBL1944689,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,3.981,nM,8.40
CHEMBL1944690,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4Cl)c3)c2s1,0.631,nM,9.20
CHEMBL1944691,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,0.5012,nM,9.30
CHEMBL1944692,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,1.995,nM,8.70
CHEMBL1944693,COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.7943,nM,9.10
CHEMBL1944694,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,1.995,nM,8.70
CHEMBL1944695,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,1.995,nM,8.70
CHEMBL1945031,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,0.631,nM,9.20
CHEMBL1945032,Cc1cccc2c(CCNCc3ccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)cc3)c[nH]c12,1.995,nM,8.70
CHEMBL1945033,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,2.512,nM,8.60
CHEMBL1945034,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,3.162,nM,8.50
CHEMBL1945035,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1,12.59,nM,7.90
CHEMBL1945036,CC(CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,0.1995,nM,9.70
CHEMBL1945037,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccc4)c3)c2s1,0.7943,nM,9.10
CHEMBL1945038,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCCc4ccccn4)c3)c2s1,0.5012,nM,9.30
CHEMBL1945039,COc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,6.31,nM,8.20
CHEMBL1945040,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,125.89,nM,6.90
CHEMBL1945041,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,1.995,nM,8.70
CHEMBL1945042,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,1.0,nM,9.00
CHEMBL1945043,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccn4)c3)c2s1,15.85,nM,7.80
CHEMBL1945044,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,6.31,nM,8.20
CHEMBL1945289,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,5.012,nM,8.30
CHEMBL1945290,CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,25.12,nM,7.60
CHEMBL1945291,COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,25.12,nM,7.60
CHEMBL1945292,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,25.12,nM,7.60
CHEMBL1945293,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,316.23,nM,6.50
CHEMBL1945294,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,3.981,nM,8.40
CHEMBL1945296,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,6.31,nM,8.20
CHEMBL1945298,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,7.943,nM,8.10
CHEMBL1945299,COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,1.585,nM,8.80
CHEMBL1945300,OCc1cc([C@@H](O)CNCCc2ccc(CNCCc3ccccc3)cc2)ccc1O,630.96,nM,6.20
CHEMBL1945503,O=c1ccc2c([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)ccc(O)c2[nH]1,63.1,nM,7.20
CHEMBL1945504,COc1ccccc1CNCc1ccc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,251.19,nM,6.60
CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,0.78,nM,9.11
CHEMBL513389,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,0.49,nM,9.31
CHEMBL3128198,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccc(Cl)c3)N2)cc1,8451.0,nM,5.07
CHEMBL3128184,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2sc(-c3ccc(F)cc3)nc21,2513.0,nM,5.60
CHEMBL3128185,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2sc(-c3ccc(F)cc3)nc21,2471.0,nM,5.61
CHEMBL3286557,CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2,1400.0,nM,5.85
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,50.12,nM,7.30
CHEMBL3736433,CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,501.19,nM,6.30
CHEMBL3736156,CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1,100.0,nM,7.00
CHEMBL3746068,Nc1nc(CNC(=O)c2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,5200.0,nM,5.28
CHEMBL3747487,CCOC(=O)C1CCN(C(=O)c2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)CC1,10900.0,nM,4.96
CHEMBL3747244,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCC2(CCOC2=O)CC1,5600.0,nM,5.25
CHEMBL3746280,CC1(C)CC2(CCN(C(=O)c3ccc(C[C@@H]4CC[C@H]([C@H](O)c5ccccc5)N4)cc3)CC2)C(=O)O1,11000.0,nM,4.96
CHEMBL3747546,CCOC(=O)[C@H]1[C@@H]2CN(C(=O)c3ccc(C[C@@H]4CC[C@H]([C@H](O)c5ccccc5)N4)cc3)C[C@@H]21,13400.0,nM,4.87
CHEMBL111201,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,670.0,nM,6.17
CHEMBL3764774,O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,2200.0,nM,5.66
CHEMBL513389,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,0.74,nM,9.13
CHEMBL198059,Cc1ccc(OC[C@H](O)[C@H](C)NC(C)C)c2c1CCC2,0.74,nM,9.13
CHEMBL3704833,N#CC1CCCN1C(=O)CNCC(O)COc1ccccc1,32000.0,nM,4.50
CHEMBL3900995,CN(CCCn1c(=O)oc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,140.0,nM,6.85
CHEMBL3961014,CN(CCCn1c(=O)[nH]c2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,120.0,nM,6.92
CHEMBL3892021,CN(CCCn1ccc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,220.0,nM,6.66
CHEMBL3890898,CN(CCCc1nc(-c2ccc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)no1)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,2.7,nM,8.57
CHEMBL3915401,CN(CCN(C)[C@H]1CC[C@H](OC(C(=O)O)(c2cccs2)c2cccs2)CC1)C(=O)COc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1,34.0,nM,7.47
